"","cent.Species","cent.Camr_Nm","cent.Latitud","cent.Longitd","na.rm"
"4084","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4085","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4086","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4087","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4088","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4089","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4090","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4091","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4092","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4093","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4094","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4095","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4096","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4097","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4098","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4099","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4100","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4101","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4102","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4103","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4104","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4105","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4106","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4107","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4108","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4109","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4110","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4111","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4112","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4113","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4114","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4115","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4116","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4117","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4118","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4119","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4120","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4121","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4122","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4123","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4124","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4125","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4126","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4127","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4128","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4129","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4130","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4131","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4132","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4133","Pecari tajacu","C11-12",9.4294,-83.5094,TRUE
"4134","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4135","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4136","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4137","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4138","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4139","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4140","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4141","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4142","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4143","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4144","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4145","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4146","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4147","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4148","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4149","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4150","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4151","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4152","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4153","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4154","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4155","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4156","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4157","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4158","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4159","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4160","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4161","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4162","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4163","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4164","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4165","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4166","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4167","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4168","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4169","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4170","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4171","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4172","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4173","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4174","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4175","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4176","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4177","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4178","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4179","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4180","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4181","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4182","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4183","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4184","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4185","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4186","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4187","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4188","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4189","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4190","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4191","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4192","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4193","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4194","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4195","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4196","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4197","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4198","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4199","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4200","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4201","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4202","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4203","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4204","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4205","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4206","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4207","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4208","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4209","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4210","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4211","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4212","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4213","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4214","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4215","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4216","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4217","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4218","Leopardus wiedii","C13-14",9.4518,-83.5059,TRUE
"4219","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4220","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4221","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4222","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4223","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4224","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4225","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4226","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4227","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4228","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4229","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4230","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4231","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4232","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4233","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4234","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4235","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4236","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4237","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4238","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4239","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4240","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4241","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4242","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4243","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4244","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4245","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4246","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4247","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4248","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4249","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4250","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4251","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4252","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4253","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4254","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4255","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4256","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4257","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4258","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4259","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4260","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4261","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4262","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4263","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4264","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4265","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4266","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4267","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4268","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4269","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4270","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4271","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4272","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4273","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4274","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4275","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4276","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4277","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4278","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4279","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4280","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4281","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4282","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4283","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4284","Leopardus wiedii","C13-14",9.4518,-83.5059,TRUE
"4285","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4286","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4287","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4288","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4289","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4290","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4291","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4292","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4293","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4294","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4295","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4296","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4297","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4298","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4299","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4300","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4301","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4302","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4303","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4304","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4305","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4306","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4307","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4308","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4309","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4310","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4311","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4312","Nasua narica","C13-14",9.4518,-83.5059,TRUE
"4313","Eira barbara","C13-14",9.4518,-83.5059,TRUE
"4314","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4315","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4316","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4317","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4318","Eira barbara","C13-14",9.4518,-83.5059,TRUE
"4319","Eira barbara","C13-14",9.4518,-83.5059,TRUE
"4320","Puma concolor","C13-14",9.4518,-83.5059,TRUE
"4321","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4322","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4323","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4324","Leopardus tigrinus oncilla","C13-14",9.4518,-83.5059,TRUE
"4325","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4326","Eira barbara","C13-14",9.4518,-83.5059,TRUE
"4327","Eira barbara","C13-14",9.4518,-83.5059,TRUE
"4328","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4329","Nasua narica","C13-14",9.4518,-83.5059,TRUE
"4330","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4331","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4332","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4333","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4334","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4335","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4336","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4337","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4338","Puma concolor","C13-14",9.4518,-83.5059,TRUE
"4339","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4340","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4341","Puma concolor","C13-14",9.4518,-83.5059,TRUE
"4342","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4343","Puma concolor","C13-14",9.4518,-83.5059,TRUE
"4344","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4345","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4346","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4347","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4348","Puma concolor","C13-14",9.4518,-83.5059,TRUE
"4349","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4350","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4351","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4352","Nasua narica","C13-14",9.4518,-83.5059,TRUE
"4353","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4354","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4355","Leopardus tigrinus oncilla","C13-14",9.4518,-83.5059,TRUE
"4356","Nasua narica","C13-14",9.4518,-83.5059,TRUE
"4357","Puma concolor","C13-14",9.4518,-83.5059,TRUE
"4358","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4359","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4360","Leopardus tigrinus oncilla","C13-14",9.4518,-83.5059,TRUE
"4361","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4362","Nasua narica","C13-14",9.4518,-83.5059,TRUE
"4363","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4364","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4365","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4366","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4367","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4368","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4369","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4370","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4371","Nasua narica","C13-14",9.4518,-83.5059,TRUE
"4372","Nasua narica","C13-14",9.4518,-83.5059,TRUE
"4373","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4374","Puma concolor","C13-14",9.4518,-83.5059,TRUE
"4375","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4376","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4377","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4378","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4379","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4380","Puma concolor","C13-14",9.4518,-83.5059,TRUE
"4381","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4382","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4383","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4384","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4385","Puma concolor","C13-14",9.4518,-83.5059,TRUE
"4386","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4387","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4388","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4389","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4390","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4391","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4392","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4393","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4394","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4395","Mazama temama","C13-14",9.4518,-83.5059,TRUE
"4396","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4397","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4398","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4399","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4400","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4401","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4402","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4403","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4404","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4405","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4406","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4407","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4408","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4409","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4410","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4411","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4412","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4413","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4414","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4415","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4416","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4417","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4418","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4419","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4420","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4421","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4422","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4423","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4424","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4425","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4426","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4427","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4428","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4429","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4430","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4431","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4432","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4433","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4434","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4435","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4436","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4437","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4438","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4439","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4440","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4441","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4442","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4443","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4444","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4445","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4446","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4447","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4448","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4449","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4450","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4451","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4452","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4453","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4454","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4455","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4456","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4457","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4458","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4459","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4460","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4461","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4462","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4463","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
"4464","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4465","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4466","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4467","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4468","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4469","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4470","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4471","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4472","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4473","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4474","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4475","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4476","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4477","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4478","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4479","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4480","Sylvilagus dicei","C13-14",9.4518,-83.5059,TRUE
"4481","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4482","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4483","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4484","Pecari tajacu","C13-14",9.4518,-83.5059,TRUE
"4485","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4486","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4487","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4488","Tapirus bairdii","C13-14",9.4518,-83.5059,TRUE
