,Camr_Nm,Species,Date,Time
16108,K10,Tapirus bairdii,11/12/20,20:54:04
16162,K10,Tapirus bairdii,12/6/20,17:51:35
16174,K10,Tapirus bairdii,1/3/21,21:22:54
23560,PILA01,Canis latrans,8/24/17,20:51:20
23304,PILA01,Canis latrans,1/23/18,23:43:14
24293,PILA01,Canis latrans,3/12/20,11:11:40
24122,PILA01,Cebus capucinus,6/9/18,5:30:11
24296,PILA01,Coendou mexicanus,3/18/20,19:38:18
23748,PILA01,Conepatus semistriatus,7/19/17,4:23:34
23626,PILA01,Conepatus semistriatus,7/31/17,1:29:23
22500,PILA01,Conepatus semistriatus,10/14/17,0:43:22
22496,PILA01,Conepatus semistriatus,10/29/17,2:05:51
22510,PILA01,Conepatus semistriatus,11/15/17,20:53:38
23439,PILA01,Conepatus semistriatus,2/5/18,21:46:21
23357,PILA01,Conepatus semistriatus,3/1/18,4:32:44
23337,PILA01,Conepatus semistriatus,5/30/18,2:31:16
24182,PILA01,Conepatus semistriatus,8/31/18,23:31:43
23052,PILA01,Conepatus semistriatus,11/6/18,1:29:23
23010,PILA01,Conepatus semistriatus,12/31/18,23:29:29
23054,PILA01,Conepatus semistriatus,5/3/19,21:21:08
24299,PILA01,Conepatus semistriatus,4/5/20,19:47:52
23632,PILA01,Cuniculus paca,6/2/17,0:52:43
23553,PILA01,Cuniculus paca,6/16/17,20:07:48
23563,PILA01,Cuniculus paca,6/23/17,23:54:41
23675,PILA01,Cuniculus paca,7/5/17,2:47:18
23595,PILA01,Cuniculus paca,7/11/17,19:19:40
23645,PILA01,Cuniculus paca,7/13/17,19:28:50
23636,PILA01,Cuniculus paca,7/15/17,19:40:18
23757,PILA01,Cuniculus paca,7/16/17,22:55:06
23995,PILA01,Cuniculus paca,7/19/17,23:24:54
23817,PILA01,Cuniculus paca,7/23/17,19:10:30
23631,PILA01,Cuniculus paca,7/25/17,19:10:30
23550,PILA01,Cuniculus paca,7/26/17,23:08:51
23904,PILA01,Cuniculus paca,7/28/17,19:58:38
23931,PILA01,Cuniculus paca,7/30/17,22:45:56
23616,PILA01,Cuniculus paca,8/2/17,0:57:18
23598,PILA01,Cuniculus paca,8/5/17,0:45:50
23717,PILA01,Cuniculus paca,8/11/17,18:43:00
23795,PILA01,Cuniculus paca,8/13/17,19:49:28
23662,PILA01,Cuniculus paca,8/15/17,22:36:46
23854,PILA01,Cuniculus paca,8/20/17,22:55:06
23633,PILA01,Cuniculus paca,8/24/17,3:21:41
23837,PILA01,Cuniculus paca,8/29/17,1:11:03
23761,PILA01,Cuniculus paca,9/1/17,0:36:40
23829,PILA01,Cuniculus paca,9/2/17,4:30:26
23729,PILA01,Cuniculus paca,9/7/17,18:36:07
23905,PILA01,Cuniculus paca,9/10/17,18:20:05
23890,PILA01,Cuniculus paca,9/11/17,20:23:50
23690,PILA01,Cuniculus paca,9/14/17,23:27:11
23692,PILA01,Cuniculus paca,9/16/17,20:07:48
23965,PILA01,Cuniculus paca,9/19/17,23:38:39
23241,PILA01,Cuniculus paca,12/8/17,20:21:33
23234,PILA01,Cuniculus paca,12/9/17,22:43:38
23250,PILA01,Cuniculus paca,12/11/17,23:15:44
23331,PILA01,Cuniculus paca,12/13/17,0:06:53
23334,PILA01,Cuniculus paca,12/18/17,22:39:03
23294,PILA01,Cuniculus paca,1/5/18,19:33:25
23412,PILA01,Cuniculus paca,1/8/18,19:17:22
23216,PILA01,Cuniculus paca,1/11/18,0:06:53
23521,PILA01,Cuniculus paca,1/15/18,21:44:03
23350,PILA01,Cuniculus paca,1/19/18,21:25:43
23262,PILA01,Cuniculus paca,2/3/18,18:43:00
23219,PILA01,Cuniculus paca,2/7/18,20:44:28
23244,PILA01,Cuniculus paca,2/11/18,18:47:35
23218,PILA01,Cuniculus paca,2/21/18,1:29:23
23232,PILA01,Cuniculus paca,2/27/18,2:56:28
23369,PILA01,Cuniculus paca,3/18/18,18:54:27
23345,PILA01,Cuniculus paca,4/10/18,18:36:07
23434,PILA01,Cuniculus paca,4/11/18,23:06:33
23514,PILA01,Cuniculus paca,5/6/18,18:29:15
23477,PILA01,Cuniculus paca,5/8/18,2:22:06
23314,PILA01,Cuniculus paca,5/10/18,0:57:18
23237,PILA01,Cuniculus paca,5/12/18,20:14:40
23221,PILA01,Cuniculus paca,5/14/18,1:56:53
23455,PILA01,Cuniculus paca,5/17/18,20:00:55
23257,PILA01,Cuniculus paca,5/22/18,2:08:21
23263,PILA01,Cuniculus paca,5/25/18,3:12:31
24135,PILA01,Cuniculus paca,5/30/18,21:35:49
24120,PILA01,Cuniculus paca,6/1/18,20:07:00
24243,PILA01,Cuniculus paca,6/5/18,18:36:22
24166,PILA01,Cuniculus paca,6/8/18,0:56:53
24056,PILA01,Cuniculus paca,6/10/18,20:23:09
24176,PILA01,Cuniculus paca,6/14/18,20:23:41
24273,PILA01,Cuniculus paca,6/15/18,22:45:52
24285,PILA01,Cuniculus paca,6/17/18,1:16:36
24227,PILA01,Cuniculus paca,6/18/18,19:31:08
24226,PILA01,Cuniculus paca,6/19/18,22:22:39
24279,PILA01,Cuniculus paca,6/23/18,3:54:20
24251,PILA01,Cuniculus paca,6/29/18,18:41:55
24118,PILA01,Cuniculus paca,7/3/18,18:36:06
24150,PILA01,Cuniculus paca,7/4/18,20:06:14
24087,PILA01,Cuniculus paca,7/7/18,0:24:40
24221,PILA01,Cuniculus paca,7/10/18,19:33:57
24088,PILA01,Cuniculus paca,7/14/18,20:26:27
24067,PILA01,Cuniculus paca,7/16/18,1:36:42
24106,PILA01,Cuniculus paca,7/18/18,21:39:25
24152,PILA01,Cuniculus paca,7/27/18,20:53:48
24223,PILA01,Cuniculus paca,7/29/18,20:58:01
24061,PILA01,Cuniculus paca,7/31/18,21:13:45
24085,PILA01,Cuniculus paca,8/2/18,18:58:20
24070,PILA01,Cuniculus paca,8/4/18,0:32:44
24252,PILA01,Cuniculus paca,8/7/18,23:52:02
24231,PILA01,Cuniculus paca,8/13/18,19:01:19
24090,PILA01,Cuniculus paca,8/15/18,21:15:17
24210,PILA01,Cuniculus paca,8/31/18,18:14:37
24291,PILA01,Cuniculus paca,9/1/18,18:23:01
24130,PILA01,Cuniculus paca,9/6/18,23:56:02
24213,PILA01,Cuniculus paca,9/10/18,18:21:09
24101,PILA01,Cuniculus paca,9/13/18,22:06:16
24115,PILA01,Cuniculus paca,9/15/18,21:07:48
22554,PILA01,Cuniculus paca,10/1/18,20:26:08
23034,PILA01,Cuniculus paca,10/9/18,18:17:47
22802,PILA01,Cuniculus paca,10/16/18,21:00:30
22588,PILA01,Cuniculus paca,11/22/18,17:48:00
23154,PILA01,Cuniculus paca,12/6/18,18:04:02
22524,PILA01,Cuniculus paca,12/8/18,18:04:02
22822,PILA01,Cuniculus paca,12/18/18,0:11:28
22782,PILA01,Cuniculus paca,12/19/18,20:33:00
22648,PILA01,Cuniculus paca,12/22/18,20:07:48
22850,PILA01,Cuniculus paca,12/26/18,18:13:12
22974,PILA01,Cuniculus paca,12/29/18,1:17:55
22540,PILA01,Cuniculus paca,1/9/19,18:26:57
22538,PILA01,Cuniculus paca,2/2/19,18:45:17
22602,PILA01,Cuniculus paca,2/24/19,23:06:33
22714,PILA01,Cuniculus paca,3/4/19,18:43:00
23198,PILA01,Cuniculus paca,3/13/19,1:56:53
22520,PILA01,Cuniculus paca,3/14/19,2:08:21
22706,PILA01,Cuniculus paca,3/18/19,1:33:58
22794,PILA01,Cuniculus paca,3/19/19,19:21:58
22736,PILA01,Cuniculus paca,3/23/19,20:55:55
22730,PILA01,Cuniculus paca,3/25/19,22:25:18
22634,PILA01,Cuniculus paca,3/31/19,2:08:21
22570,PILA01,Cuniculus paca,4/3/19,1:04:10
23028,PILA01,Cuniculus paca,4/5/19,0:43:33
22528,PILA01,Cuniculus paca,4/6/19,18:43:00
22858,PILA01,Cuniculus paca,4/10/19,18:45:17
22592,PILA01,Cuniculus paca,4/11/19,18:49:52
22700,PILA01,Cuniculus paca,4/16/19,2:35:51
22664,PILA01,Cuniculus paca,4/18/19,21:37:11
22946,PILA01,Cuniculus paca,4/20/19,18:29:15
22906,PILA01,Cuniculus paca,4/22/19,21:39:28
22838,PILA01,Cuniculus paca,4/26/19,19:05:55
22658,PILA01,Cuniculus paca,4/29/19,19:08:12
22678,PILA01,Cuniculus paca,5/7/19,2:38:08
22882,PILA01,Cuniculus paca,5/8/19,20:51:20
23018,PILA01,Cuniculus paca,5/11/19,23:34:04
22417,PILA01,Cuniculus paca,6/1/19,20:16:58
22431,PILA01,Cuniculus paca,6/2/19,20:58:13
22396,PILA01,Cuniculus paca,6/3/19,23:34:04
22407,PILA01,Cuniculus paca,6/6/19,0:27:30
22391,PILA01,Cuniculus paca,6/7/19,18:56:45
22393,PILA01,Cuniculus paca,6/8/19,20:03:13
22472,PILA01,Cuniculus paca,6/10/19,0:25:13
22392,PILA01,Cuniculus paca,6/12/19,2:38:08
22399,PILA01,Cuniculus paca,6/13/19,3:30:51
22463,PILA01,Cuniculus paca,6/14/19,18:36:07
22416,PILA01,Cuniculus paca,6/18/19,19:05:55
22427,PILA01,Cuniculus paca,6/21/19,22:55:06
24302,PILA01,Cuniculus paca,12/1/19,19:56:10
24304,PILA01,Cuniculus paca,12/14/19,20:51:25
24306,PILA01,Cuniculus paca,1/28/20,21:23:55
24314,PILA01,Cuniculus paca,1/31/20,21:47:22
24319,PILA01,Cuniculus paca,3/20/20,21:59:23
24322,PILA01,Cuniculus paca,4/12/20,19:48:11
24325,PILA01,Cuniculus paca,4/15/20,2:22:08
24328,PILA01,Cuniculus paca,4/20/20,22:03:40
24330,PILA01,Cuniculus paca,4/23/20,22:10:28
24334,PILA01,Cuniculus paca,4/30/20,1:25:01
24336,PILA01,Cuniculus paca,5/16/20,18:33:19
24341,PILA01,Cuniculus paca,5/18/20,22:27:10
24343,PILA01,Cuniculus paca,5/28/20,19:48:47
24345,PILA01,Cuniculus paca,5/29/20,23:21:33
24347,PILA01,Cuniculus paca,5/30/20,23:49:03
24349,PILA01,Cuniculus paca,6/1/20,18:34:35
24353,PILA01,Cuniculus paca,6/4/20,22:49:11
24355,PILA01,Cuniculus paca,6/6/20,19:01:15
24359,PILA01,Cuniculus paca,6/23/20,21:55:16
24362,PILA01,Cuniculus paca,6/24/20,23:57:46
24368,PILA01,Cuniculus paca,6/27/20,0:55:19
24373,PILA01,Cuniculus paca,6/28/20,21:49:35
24376,PILA01,Cuniculus paca,6/30/20,1:29:08
24384,PILA01,Cuniculus paca,7/2/20,3:21:15
24390,PILA01,Cuniculus paca,7/4/20,18:59:24
24395,PILA01,Cuniculus paca,7/8/20,20:20:21
24397,PILA01,Cuniculus paca,7/10/20,21:44:37
24400,PILA01,Cuniculus paca,7/12/20,20:57:05
24404,PILA01,Cuniculus paca,7/15/20,1:05:25
24412,PILA01,Cuniculus paca,7/17/20,21:14:29
24419,PILA01,Cuniculus paca,7/19/20,19:56:17
24432,PILA01,Cuniculus paca,7/22/20,19:37:39
24448,PILA01,Cuniculus paca,7/24/20,23:37:38
24460,PILA01,Cuniculus paca,7/27/20,21:44:07
24472,PILA01,Cuniculus paca,7/31/20,2:40:41
24476,PILA01,Cuniculus paca,8/2/20,19:32:07
24481,PILA01,Cuniculus paca,8/3/20,19:55:52
24483,PILA01,Cuniculus paca,8/5/20,19:32:03
24485,PILA01,Cuniculus paca,8/7/20,19:34:12
24487,PILA01,Cuniculus paca,8/9/20,20:22:08
24489,PILA01,Cuniculus paca,8/10/20,23:51:57
24491,PILA01,Cuniculus paca,8/12/20,20:38:35
24501,PILA01,Cuniculus paca,8/16/20,0:28:38
24503,PILA01,Cuniculus paca,8/17/20,20:48:34
24505,PILA01,Cuniculus paca,8/19/20,2:04:14
24507,PILA01,Cuniculus paca,8/22/20,23:26:25
24509,PILA01,Cuniculus paca,9/6/20,22:10:02
24510,PILA01,Cuniculus paca,9/11/20,0:23:08
24514,PILA01,Cuniculus paca,9/15/20,19:31:09
24516,PILA01,Cuniculus paca,9/20/20,1:26:05
24518,PILA01,Cuniculus paca,9/21/20,21:52:25
23454,PILA01,Dasyprocta punctata,4/30/18,12:20:16
24143,PILA01,Dasyprocta punctata,6/9/18,11:28:00
22964,PILA01,Dasyprocta punctata,11/5/18,13:10:41
22920,PILA01,Dasyprocta punctata,3/21/19,5:43:46
24234,PILA01,Dasypus novemcitus,8/5/18,3:23:42
24022,PILA01,Didelphis marsupialis,6/22/17,22:06:58
23855,PILA01,Didelphis marsupialis,7/4/17,2:03:46
23851,PILA01,Didelphis marsupialis,7/10/17,19:33:25
23549,PILA01,Didelphis marsupialis,7/18/17,0:52:43
23831,PILA01,Didelphis marsupialis,7/20/17,19:21:58
23606,PILA01,Didelphis marsupialis,7/25/17,5:20:51
23863,PILA01,Didelphis marsupialis,7/27/17,19:38:00
23694,PILA01,Didelphis marsupialis,8/5/17,0:59:35
23442,PILA01,Didelphis marsupialis,12/6/17,2:56:28
23365,PILA01,Didelphis marsupialis,12/7/17,5:00:14
23227,PILA01,Didelphis marsupialis,12/20/17,17:54:52
23225,PILA01,Didelphis marsupialis,12/22/17,22:59:41
23278,PILA01,Didelphis marsupialis,12/25/17,22:52:48
23430,PILA01,Didelphis marsupialis,12/29/17,1:59:11
23298,PILA01,Didelphis marsupialis,1/1/18,2:08:21
23284,PILA01,Didelphis marsupialis,1/7/18,18:10:55
23233,PILA01,Didelphis marsupialis,1/18/18,4:25:51
23217,PILA01,Didelphis marsupialis,1/24/18,20:19:15
23452,PILA01,Didelphis marsupialis,2/14/18,17:36:32
23429,PILA01,Didelphis marsupialis,3/4/18,0:09:10
22718,PILA01,Didelphis marsupialis,11/17/18,23:34:04
22866,PILA01,Didelphis marsupialis,11/20/18,17:15:54
22556,PILA01,Didelphis marsupialis,11/30/18,23:43:14
22712,PILA01,Didelphis marsupialis,12/11/18,23:22:36
22900,PILA01,Didelphis marsupialis,12/18/18,22:23:01
23098,PILA01,Didelphis marsupialis,1/1/19,17:57:10
22752,PILA01,Didelphis marsupialis,1/4/19,21:16:33
22692,PILA01,Didelphis marsupialis,1/13/19,3:14:48
23060,PILA01,Didelphis marsupialis,2/10/19,4:30:26
22612,PILA01,Didelphis marsupialis,3/2/19,0:29:48
22672,PILA01,Didelphis marsupialis,4/4/19,4:14:24
24522,PILA01,Didelphis marsupialis,12/8/19,20:31:26
24524,PILA01,Didelphis marsupialis,12/15/19,18:50:28
24528,PILA01,Didelphis marsupialis,12/17/19,17:24:47
24530,PILA01,Didelphis marsupialis,12/19/19,17:50:04
24532,PILA01,Didelphis marsupialis,12/21/19,4:09:32
24534,PILA01,Didelphis marsupialis,1/1/20,3:09:01
24537,PILA01,Didelphis marsupialis,1/16/20,0:09:29
24540,PILA01,Didelphis marsupialis,1/17/20,0:41:45
24546,PILA01,Didelphis marsupialis,2/2/20,18:57:47
24549,PILA01,Didelphis marsupialis,2/6/20,2:46:54
24552,PILA01,Didelphis marsupialis,4/18/20,3:43:49
24554,PILA01,Didelphis marsupialis,4/21/20,2:01:03
24556,PILA01,Didelphis marsupialis,4/25/20,3:27:44
24558,PILA01,Didelphis marsupialis,5/1/20,4:55:22
24560,PILA01,Didelphis marsupialis,9/20/20,23:49:13
23736,PILA01,Eira barbara,6/6/17,11:00:03
23843,PILA01,Eira barbara,8/13/17,13:29:01
23542,PILA01,Eira barbara,8/30/17,9:26:05
24216,PILA01,Eira barbara,6/4/18,8:04:43
24175,PILA01,Eira barbara,6/25/18,12:43:48
24562,PILA01,Eira barbara,6/26/20,7:12:13
24967,PILA01,Eira barbara,7/2/20,6:15:27
24968,PILA01,Eira barbara,7/5/20,13:28:28
24970,PILA01,Eira barbara,8/3/20,11:58:59
24972,PILA01,Eira barbara,8/14/20,14:49:47
24565,PILA01,Homo sapiens,1/12/20,7:56:54
24607,PILA01,Homo sapiens,1/14/20,12:09:30
24619,PILA01,Homo sapiens,1/17/20,12:28:54
24642,PILA01,Homo sapiens,1/21/20,11:58:43
24679,PILA01,Homo sapiens,1/23/20,11:28:51
24685,PILA01,Homo sapiens,1/24/20,12:14:13
24736,PILA01,Homo sapiens,1/28/20,8:34:00
24757,PILA01,Homo sapiens,1/29/20,11:02:54
24764,PILA01,Homo sapiens,2/2/20,10:00:50
24789,PILA01,Homo sapiens,2/3/20,16:25:44
24792,PILA01,Homo sapiens,2/6/20,15:35:43
24798,PILA01,Homo sapiens,2/9/20,12:25:45
24801,PILA01,Homo sapiens,2/13/20,12:03:25
24805,PILA01,Homo sapiens,2/15/20,12:13:02
24811,PILA01,Homo sapiens,2/22/20,9:27:55
24812,PILA01,Homo sapiens,2/23/20,17:08:28
24814,PILA01,Homo sapiens,3/7/20,8:51:39
24818,PILA01,Homo sapiens,3/12/20,9:38:35
24819,PILA01,Homo sapiens,3/13/20,14:06:01
24820,PILA01,Homo sapiens,4/17/20,9:58:38
24823,PILA01,Homo sapiens,6/23/20,13:12:09
24824,PILA01,Homo sapiens,7/25/20,7:58:54
24826,PILA01,Homo sapiens,7/27/20,10:17:18
24830,PILA01,Homo sapiens,7/29/20,15:55:43
24832,PILA01,Homo sapiens,9/5/20,10:40:24
24833,PILA01,Homo sapiens,9/7/20,13:11:06
24835,PILA01,Homo sapiens,9/15/20,8:46:13
24837,PILA01,Homo sapiens,9/16/20,10:49:20
24839,PILA01,Homo sapiens,9/23/20,9:39:39
24843,PILA01,Homo sapiens,9/25/20,10:43:02
23879,PILA01,Leopardus pardalis,9/4/17,0:11:28
23590,PILA01,Leopardus pardalis,9/15/17,19:51:45
23235,PILA01,Leopardus pardalis,1/6/18,22:16:08
23266,PILA01,Leopardus pardalis,1/14/18,22:48:13
23444,PILA01,Leopardus pardalis,1/31/18,21:48:38
23268,PILA01,Leopardus pardalis,2/21/18,22:20:43
23468,PILA01,Leopardus pardalis,3/15/18,20:03:13
23300,PILA01,Leopardus pardalis,3/24/18,3:30:51
23220,PILA01,Leopardus pardalis,3/26/18,21:25:43
23343,PILA01,Leopardus pardalis,4/1/18,19:24:15
23258,PILA01,Leopardus pardalis,4/23/18,1:17:55
23311,PILA01,Leopardus pardalis,5/9/18,2:03:46
23485,PILA01,Leopardus pardalis,5/15/18,4:48:46
23273,PILA01,Leopardus pardalis,5/30/18,0:18:20
24255,PILA01,Leopardus pardalis,6/18/18,4:51:22
24264,PILA01,Leopardus pardalis,6/23/18,22:36:50
22654,PILA01,Leopardus pardalis,10/8/18,23:50:06
22530,PILA01,Leopardus pardalis,10/18/18,2:47:18
22978,PILA01,Leopardus pardalis,1/9/19,21:09:40
22429,PILA01,Leopardus pardalis,6/2/19,0:13:45
24846,PILA01,Leopardus pardalis,12/7/19,0:54:28
24850,PILA01,Leopardus pardalis,7/22/20,1:44:21
24975,PILA01,Leopardus pardalis,7/24/20,22:41:20
24853,PILA01,Leopardus pardalis,7/29/20,8:53:12
24856,PILA01,Leopardus pardalis,8/3/20,20:12:20
24861,PILA01,Leopardus pardalis,8/9/20,12:11:46
24978,PILA01,Leopardus pardalis,9/12/20,21:35:07
22519,PILA01,Leopardus tigrinus oncilla,11/3/17,4:14:24
24269,PILA01,Leopardus tigrinus oncilla,7/2/18,20:16:30
24276,PILA01,Leopardus tigrinus oncilla,8/21/18,4:17:48
23044,PILA01,Leopardus tigrinus oncilla,3/16/19,8:37:57
22836,PILA01,Mazama temama,12/26/18,17:27:22
24863,PILA01,Mazama temama,1/4/20,13:48:05
24866,PILA01,Mazama temama,5/23/20,5:50:37
23769,PILA01,Nasua narica,8/1/17,17:34:15
23663,PILA01,Nasua narica,9/4/17,6:34:12
24081,PILA01,Nasua narica,8/6/18,7:53:54
22960,PILA01,Nasua narica,12/19/18,15:23:36
22988,PILA01,Nasua narica,12/30/18,9:28:22
22984,PILA01,Nasua narica,1/7/19,7:31:29
22628,PILA01,Nasua narica,3/6/19,8:10:27
24981,PILA01,Nasua narica,6/25/20,10:40:28
23611,PILA01,Panthera onca,6/20/17,15:32:47
23619,PILA01,Panthera onca,8/3/17,0:13:45
23912,PILA01,Panthera onca,8/17/17,10:57:45
23544,PILA01,Panthera onca,9/14/17,5:02:31
22505,PILA01,Panthera onca,11/19/17,9:21:30
23243,PILA01,Panthera onca,12/13/17,20:42:10
23272,PILA01,Panthera onca,12/26/17,13:15:16
23290,PILA01,Panthera onca,2/17/18,7:13:09
23259,PILA01,Panthera onca,3/8/18,1:27:05
23376,PILA01,Panthera onca,4/10/18,20:19:15
23228,PILA01,Panthera onca,4/12/18,12:54:38
23231,PILA01,Panthera onca,5/28/18,12:24:51
24249,PILA01,Panthera onca,9/1/18,1:55:39
24198,PILA01,Panthera onca,9/17/18,18:32:55
22558,PILA01,Panthera onca,10/9/18,11:55:03
22848,PILA01,Panthera onca,11/16/18,21:55:31
22888,PILA01,Panthera onca,4/29/19,18:24:40
22754,PILA01,Panthera onca,5/3/19,18:22:22
22732,PILA01,Panthera onca,5/10/19,10:14:13
22568,PILA01,Panthera onca,5/12/19,6:02:07
24868,PILA01,Panthera onca,4/20/20,11:52:19
24871,PILA01,Panthera onca,9/22/20,18:41:06
23634,PILA01,Pecari tajacu,9/14/17,6:52:32
23277,PILA01,Pecari tajacu,2/17/18,9:28:22
23516,PILA01,Pecari tajacu,2/25/18,8:49:25
24874,PILA01,Pecari tajacu,2/21/20,9:56:53
24876,PILA01,Pecari tajacu,3/29/20,8:19:50
24879,PILA01,Pecari tajacu,5/7/20,12:58:01
23252,PILA01,Procyon lotor,1/14/18,21:09:40
22584,PILA01,Procyon lotor,11/12/18,19:31:08
22884,PILA01,Procyon lotor,2/13/19,20:58:13
24881,PILA01,Procyon lotor,11/30/19,20:32:32
23543,PILA01,Puma concolor,6/10/17,17:09:02
23236,PILA01,Puma concolor,1/19/18,5:11:41
22842,PILA01,Puma concolor,9/28/18,4:39:36
24883,PILA01,Puma concolor,3/2/20,14:22:13
24100,PILA01,Speothos venaticus,8/26/18,8:48:17
22624,PILA01,Speothos venaticus,5/6/19,19:40:18
24109,PILA01,Sylvilagus dicei,6/27/18,23:43:55
24108,PILA01,Sylvilagus dicei,7/13/18,18:01:08
24065,PILA01,Sylvilagus dicei,7/27/18,0:16:49
24187,PILA01,Sylvilagus dicei,8/3/18,2:29:38
24258,PILA01,Sylvilagus dicei,8/8/18,18:41:57
24193,PILA01,Sylvilagus dicei,8/26/18,21:29:44
24202,PILA01,Sylvilagus dicei,8/31/18,18:09:45
24127,PILA01,Sylvilagus dicei,9/15/18,4:53:19
24068,PILA01,Sylvilagus dicei,9/21/18,22:02:14
22638,PILA01,Sylvilagus dicei,1/4/19,4:09:49
23062,PILA01,Sylvilagus dicei,1/7/19,3:17:06
22716,PILA01,Sylvilagus dicei,1/13/19,3:30:51
22798,PILA01,Sylvilagus dicei,1/14/19,4:32:44
22572,PILA01,Sylvilagus dicei,1/19/19,2:26:41
22966,PILA01,Sylvilagus dicei,1/21/19,4:02:56
22534,PILA01,Sylvilagus dicei,1/23/19,3:51:28
22560,PILA01,Sylvilagus dicei,1/26/19,3:21:41
22942,PILA01,Sylvilagus dicei,1/29/19,3:21:41
22724,PILA01,Sylvilagus dicei,1/31/19,3:28:33
23002,PILA01,Sylvilagus dicei,2/1/19,23:08:51
22722,PILA01,Sylvilagus dicei,2/3/19,3:19:23
22950,PILA01,Sylvilagus dicei,2/6/19,1:24:48
22670,PILA01,Sylvilagus dicei,3/24/19,18:17:47
23180,PILA01,Sylvilagus dicei,3/26/19,19:56:20
22598,PILA01,Sylvilagus dicei,3/30/19,3:17:06
22788,PILA01,Sylvilagus dicei,4/2/19,4:41:54
22546,PILA01,Sylvilagus dicei,4/7/19,22:27:36
22694,PILA01,Sylvilagus dicei,4/11/19,19:58:38
22632,PILA01,Sylvilagus dicei,4/17/19,21:39:28
22958,PILA01,Sylvilagus dicei,4/21/19,4:00:39
22894,PILA01,Sylvilagus dicei,4/22/19,4:12:06
22704,PILA01,Sylvilagus dicei,4/27/19,18:56:45
22415,PILA01,Sylvilagus dicei,5/13/19,18:13:12
22423,PILA01,Sylvilagus dicei,6/4/19,18:01:45
22426,PILA01,Sylvilagus dicei,6/5/19,18:33:50
22390,PILA01,Sylvilagus dicei,6/9/19,4:32:44
22439,PILA01,Sylvilagus dicei,6/14/19,4:37:19
22449,PILA01,Sylvilagus dicei,6/22/19,2:51:53
24886,PILA01,Sylvilagus dicei,12/4/19,3:54:14
24890,PILA01,Sylvilagus dicei,12/9/19,1:47:22
24895,PILA01,Sylvilagus dicei,12/14/19,2:53:41
24897,PILA01,Sylvilagus dicei,12/23/19,18:13:09
24899,PILA01,Sylvilagus dicei,1/1/20,19:42:25
24902,PILA01,Sylvilagus dicei,1/10/20,2:19:16
24908,PILA01,Sylvilagus dicei,1/13/20,3:41:21
24911,PILA01,Sylvilagus dicei,1/15/20,18:13:02
24914,PILA01,Sylvilagus dicei,1/30/20,4:50:23
24920,PILA01,Sylvilagus dicei,1/31/20,20:01:49
24938,PILA01,Sylvilagus dicei,2/3/20,20:51:56
24941,PILA01,Sylvilagus dicei,2/5/20,22:00:34
24943,PILA01,Sylvilagus dicei,2/14/20,3:12:26
24946,PILA01,Sylvilagus dicei,2/17/20,2:29:05
24949,PILA01,Sylvilagus dicei,2/24/20,21:42:33
24952,PILA01,Sylvilagus dicei,3/30/20,21:22:12
24955,PILA01,Sylvilagus dicei,4/3/20,19:50:23
24958,PILA01,Sylvilagus dicei,6/3/20,21:03:13
24960,PILA01,Sylvilagus dicei,7/2/20,18:23:49
24983,PILA01,Sylvilagus dicei,8/1/20,22:02:36
23586,PILA01,Tapirus bairdii,9/1/17,17:48:00
22511,PILA01,Tapirus bairdii,10/8/17,20:05:30
23453,PILA01,Tapirus bairdii,1/16/18,4:39:36
24173,PILA01,Tapirus bairdii,8/1/18,2:31:38
24058,PILA01,Tapirus bairdii,8/2/18,4:56:32
22766,PILA01,Tapirus bairdii,12/27/18,8:31:05
25184,PILA02,Bassariscus sumichrasti,12/30/17,19:05:55
25314,PILA02,Canis latrans,8/24/17,21:11:58
25347,PILA02,Canis latrans,8/29/17,6:34:12
25173,PILA02,Canis latrans,1/24/18,0:04:35
25258,PILA02,Conepatus semistriatus,6/29/17,18:40:42
25289,PILA02,Conepatus semistriatus,7/11/17,4:05:14
25236,PILA02,Conepatus semistriatus,8/31/17,4:16:41
25034,PILA02,Conepatus semistriatus,9/26/17,2:03:46
25042,PILA02,Conepatus semistriatus,9/28/17,2:22:06
24999,PILA02,Conepatus semistriatus,9/30/17,3:10:13
25033,PILA02,Conepatus semistriatus,10/20/17,19:38:00
25024,PILA02,Conepatus semistriatus,10/26/17,4:00:39
25027,PILA02,Conepatus semistriatus,10/30/17,0:10:59
25462,PILA02,Conepatus semistriatus,7/29/18,1:29:56
25490,PILA02,Conepatus semistriatus,8/16/18,20:36:40
25079,PILA02,Conepatus semistriatus,9/27/18,4:25:51
25127,PILA02,Conepatus semistriatus,9/28/18,23:01:58
24985,PILA02,Conepatus semistriatus,6/3/19,23:45:31
25494,PILA02,Conepatus semistriatus,8/24/20,22:29:41
25364,PILA02,Cuniculus paca,5/31/17,22:43:38
25253,PILA02,Cuniculus paca,6/5/17,20:21:33
25318,PILA02,Cuniculus paca,6/21/17,21:05:05
25384,PILA02,Cuniculus paca,6/23/17,22:00:06
25299,PILA02,Cuniculus paca,6/28/17,23:11:08
25276,PILA02,Cuniculus paca,8/21/17,19:56:20
25265,PILA02,Cuniculus paca,8/28/17,23:20:19
25321,PILA02,Cuniculus paca,8/30/17,1:22:30
25370,PILA02,Cuniculus paca,9/19/17,22:45:56
25193,PILA02,Cuniculus paca,1/8/18,18:08:37
25473,PILA02,Cuniculus paca,7/11/18,19:22:53
25483,PILA02,Cuniculus paca,7/13/18,19:13:14
